Latitude (decimal degrees): 64.147
Longitude (decimal degrees): -21.934
Elevation (m): 6.0
month,year
12,010
22,008
32,012
42,007
52,012
62,012
72,011
82,013
92,007
102,012
112,015
122,010
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20100107:2000,3.54,71.21,0.0,-0.0,0.0,297.45,2.12,262.0,101907.0
20100107:2100,3.81,71.36,0.0,-0.0,0.0,298.38,2.36,257.0,101907.0
20100107:2200,4.08,71.5,0.0,-0.0,0.0,299.32,2.6,252.0,101907.0
20100107:2300,4.35,71.65,0.0,-0.0,0.0,300.25,2.84,246.0,101907.0
20100108:0000,4.13,73.19,0.0,-0.0,0.0,297.4,2.97,241.0,101914.0
20100108:0100,3.91,74.73,0.0,-0.0,0.0,294.55,3.11,236.0,101921.0
20100108:0200,3.69,76.27,0.0,-0.0,0.0,291.7,3.24,231.0,101927.0
20100108:0300,3.66,77.21,0.0,-0.0,0.0,298.48,3.32,228.0,101924.0
20100108:0400,3.63,78.14,0.0,-0.0,0.0,305.27,3.41,225.0,101921.0
20100108:0500,3.6,79.08,0.0,-0.0,0.0,312.05,3.49,223.0,101917.0
20100108:0600,3.69,78.56,0.0,-0.0,0.0,312.57,3.76,217.0,101911.0
20100108:0700,3.78,78.03,0.0,-0.0,0.0,313.08,4.02,212.0,101904.0
20100108:0800,3.87,77.51,0.0,-0.0,0.0,313.6,4.29,206.0,101897.0
20100108:0900,4.15,76.65,0.0,-0.0,0.0,311.78,4.08,203.0,101907.0
20100108:1000,4.42,75.8,0.0,-0.0,0.0,309.97,3.87,199.0,101917.0
20100108:1100,4.7,74.94,0.0,-0.0,0.0,308.15,3.66,196.0,101927.0
20100108:1200,4.69,75.85,14.2,0.0,14.2,308.13,4.03,195.0,101887.0
20100108:1300,4.68,76.76,20.55,0.0,20.55,308.12,4.41,195.0,101848.0
20100108:1400,4.68,77.67,14.35,0.0,14.35,308.1,4.79,194.0,101808.0
20100108:1500,4.73,77.39,4.05,0.0,4.05,307.5,4.91,193.0,101774.0
20100108:1600,4.78,77.12,0.0,-0.0,0.0,306.9,5.03,191.0,101741.0
20100108:1700,4.82,76.84,0.0,-0.0,0.0,306.3,5.14,190.0,101708.0
20100108:1800,4.88,77.63,0.0,-0.0,0.0,311.03,5.43,189.0,101684.0
20100108:1900,4.95,78.42,0.0,-0.0,0.0,315.77,5.71,189.0,101661.0
20100108:2000,5.01,79.21,0.0,-0.0,0.0,320.5,6.0,188.0,101638.0
20100108:2100,5.19,79.47,0.0,-0.0,0.0,322.37,6.24,188.0,101611.0
20100108:2200,5.38,79.72,0.0,-0.0,0.0,324.23,6.48,188.0,101584.0
20100108:2300,5.56,79.98,0.0,-0.0,0.0,326.1,6.72,188.0,101558.0
20100109:0000,5.31,80.98,0.0,-0.0,0.0,326.1,6.97,191.0,101501.0
20100109:0100,5.06,81.99,0.0,-0.0,0.0,326.1,7.23,193.0,101444.0
20100109:0200,4.81,82.99,0.0,-0.0,0.0,326.1,7.49,195.0,101388.0
20100109:0300,4.83,85.47,0.0,-0.0,0.0,328.25,7.69,192.0,101348.0
20100109:0400,4.85,87.94,0.0,-0.0,0.0,330.4,7.89,189.0,101308.0
20100109:0500,4.86,90.42,0.0,-0.0,0.0,332.55,8.1,186.0,101268.0
20100109:0600,5.02,91.78,0.0,-0.0,0.0,333.83,8.1,187.0,101238.0
20100109:0700,5.18,93.14,0.0,-0.0,0.0,335.12,8.11,187.0,101208.0
20100109:0800,5.34,94.5,0.0,-0.0,0.0,336.4,8.11,187.0,101178.0
20100109:0900,5.69,94.94,0.0,-0.0,0.0,338.95,7.82,192.0,101241.0
20100109:1000,6.04,95.38,0.0,-0.0,0.0,341.5,7.52,197.0,101305.0
20100109:1100,6.4,95.82,0.0,-0.0,0.0,344.05,7.23,201.0,101368.0
20100109:1200,6.43,95.58,5.55,0.0,5.55,345.52,6.67,205.0,101451.0
20100109:1300,6.46,95.33,7.65,14.01,6.8,346.98,6.11,210.0,101534.0
20100109:1400,6.49,95.09,6.05,5.58,5.7,348.45,5.56,214.0,101618.0
20100109:1500,6.32,94.99,2.1,0.0,2.1,350.65,4.99,213.0,101698.0
20100109:1600,6.16,94.9,0.0,-0.0,0.0,352.85,4.42,213.0,101778.0
20100109:1700,5.99,94.8,0.0,-0.0,0.0,355.05,3.85,213.0,101858.0
20100109:1800,5.97,94.97,0.0,-0.0,0.0,353.67,3.94,212.0,101921.0
20100109:1900,5.95,95.15,0.0,-0.0,0.0,352.28,4.04,211.0,101984.0
20100109:2000,5.93,95.32,0.0,-0.0,0.0,350.9,4.14,211.0,102047.0
20100109:2100,6.13,95.17,0.0,-0.0,0.0,343.9,4.4,209.0,102094.0
20100109:2200,6.33,95.01,0.0,-0.0,0.0,336.9,4.67,207.0,102141.0
20100109:2300,6.53,94.86,0.0,-0.0,0.0,329.9,4.94,206.0,102187.0
20100110:0000,6.28,94.59,0.0,-0.0,0.0,334.25,5.0,206.0,102224.0
20100110:0100,6.04,94.31,0.0,-0.0,0.0,338.6,5.06,207.0,102261.0
20100110:0200,5.79,94.04,0.0,-0.0,0.0,342.95,5.12,207.0,102297.0
20100110:0300,5.62,93.27,0.0,-0.0,0.0,344.98,4.83,203.0,102341.0
20100110:0400,5.45,92.51,0.0,-0.0,0.0,347.02,4.55,200.0,102384.0
20100110:0500,5.28,91.74,0.0,-0.0,0.0,349.05,4.26,196.0,102427.0
20100110:0600,5.25,91.02,0.0,-0.0,0.0,343.27,4.37,191.0,102464.0
20100110:0700,5.22,90.31,0.0,-0.0,0.0,337.48,4.48,186.0,102500.0
20100110:0800,5.19,89.59,0.0,-0.0,0.0,331.7,4.59,181.0,102537.0
20100110:0900,5.41,88.82,0.0,-0.0,0.0,329.58,4.39,176.0,102580.0
20100110:1000,5.62,88.04,0.0,-0.0,0.0,327.47,4.19,172.0,102624.0
20100110:1100,5.84,87.27,0.0,-0.0,0.0,325.35,3.99,167.0,102667.0
20100110:1200,5.8,87.53,13.9,0.0,13.9,320.77,4.05,166.0,102667.0
20100110:1300,5.76,87.78,23.85,67.37,19.6,316.18,4.11,166.0,102667.0
20100110:1400,5.72,88.04,19.15,63.49,15.0,311.6,4.17,165.0,102667.0
20100110:1500,5.54,88.05,5.8,18.63,5.05,314.22,4.11,163.0,102687.0
20100110:1600,5.37,88.05,0.0,-0.0,0.0,316.83,4.06,162.0,102707.0
20100110:1700,5.19,88.06,0.0,-0.0,0.0,319.45,4.01,160.0,102727.0
20100110:1800,5.05,88.27,0.0,-0.0,0.0,319.5,3.94,157.0,102757.0
20100110:1900,4.92,88.49,0.0,-0.0,0.0,319.55,3.86,155.0,102787.0
20100110:2000,4.78,88.7,0.0,-0.0,0.0,319.6,3.78,152.0,102817.0
20100110:2100,4.87,88.5,0.0,-0.0,0.0,320.4,3.58,151.0,102813.0
20100110:2200,4.97,88.3,0.0,-0.0,0.0,321.2,3.38,149.0,102810.0
20100110:2300,5.06,88.1,0.0,-0.0,0.0,322.0,3.19,148.0,102807.0
20100111:0000,4.9,88.98,0.0,-0.0,0.0,321.8,3.31,144.0,102770.0
20100111:0100,4.75,89.85,0.0,-0.0,0.0,321.6,3.43,139.0,102734.0
20100111:0200,4.59,90.73,0.0,-0.0,0.0,321.4,3.56,135.0,102697.0
20100111:0300,4.5,90.26,0.0,-0.0,0.0,322.02,3.55,132.0,102657.0
20100111:0400,4.41,89.79,0.0,-0.0,0.0,322.63,3.54,130.0,102617.0
20100111:0500,4.31,89.32,0.0,-0.0,0.0,323.25,3.53,127.0,102577.0
20100111:0600,4.22,88.88,0.0,-0.0,0.0,316.45,3.6,127.0,102560.0
20100111:0700,4.12,88.44,0.0,-0.0,0.0,309.65,3.67,126.0,102544.0
20100111:0800,4.02,88.0,0.0,-0.0,0.0,302.85,3.74,126.0,102527.0
20100111:0900,4.1,87.5,0.0,-0.0,0.0,294.2,3.86,126.0,102510.0
20100111:1000,4.18,87.0,0.0,-0.0,0.0,285.55,3.99,126.0,102494.0
20100111:1100,4.26,86.5,0.0,-0.0,0.0,276.9,4.11,126.0,102477.0
20100111:1200,4.26,86.4,16.1,0.0,16.1,279.27,3.96,124.0,102417.0
20100111:1300,4.27,86.31,38.2,257.52,21.3,281.63,3.82,123.0,102357.0
20100111:1400,4.28,86.21,28.65,176.96,16.6,284.0,3.67,122.0,102297.0
20100111:1500,4.06,84.79,10.75,91.57,6.8,291.35,3.68,121.0,102251.0
20100111:1600,3.84,83.38,0.0,-0.0,0.0,298.7,3.7,119.0,102204.0
20100111:1700,3.61,81.96,0.0,-0.0,0.0,306.05,3.71,118.0,102157.0
20100111:1800,3.47,81.08,0.0,-0.0,0.0,302.95,3.74,115.0,102104.0
20100111:1900,3.34,80.19,0.0,-0.0,0.0,299.85,3.77,112.0,102051.0
20100111:2000,3.2,79.31,0.0,-0.0,0.0,296.75,3.81,109.0,101997.0
20100111:2100,3.26,79.33,0.0,-0.0,0.0,293.17,3.89,106.0,101914.0
20100111:2200,3.33,79.35,0.0,-0.0,0.0,289.58,3.98,104.0,101831.0
20100111:2300,3.4,79.37,0.0,-0.0,0.0,286.0,4.07,102.0,101748.0
20100112:0000,3.26,80.43,0.0,-0.0,0.0,290.95,4.24,102.0,101641.0
20100112:0100,3.13,81.5,0.0,-0.0,0.0,295.9,4.41,102.0,101534.0
20100112:0200,2.99,82.56,0.0,-0.0,0.0,300.85,4.58,103.0,101428.0
20100112:0300,3.02,82.58,0.0,-0.0,0.0,301.88,4.89,103.0,101325.0
20100112:0400,3.05,82.6,0.0,-0.0,0.0,302.92,5.2,104.0,101221.0
20100112:0500,3.08,82.62,0.0,-0.0,0.0,303.95,5.52,104.0,101118.0
20100112:0600,3.13,83.15,0.0,-0.0,0.0,302.25,5.52,104.0,101045.0
20100112:0700,3.17,83.69,0.0,-0.0,0.0,300.55,5.52,104.0,100971.0
20100112:0800,3.22,84.22,0.0,-0.0,0.0,298.85,5.52,103.0,100898.0
20100112:0900,3.45,84.09,0.0,-0.0,0.0,295.75,5.06,102.0,100852.0
20100112:1000,3.67,83.95,0.0,-0.0,0.0,292.65,4.6,101.0,100805.0
20100112:1100,3.9,83.82,0.0,-0.0,0.0,289.55,4.14,100.0,100758.0
20100112:1200,3.81,82.99,16.4,0.0,16.4,286.68,4.11,99.0,100668.0
20100112:1300,3.72,82.15,40.75,282.6,21.45,283.82,4.08,97.0,100578.0
20100112:1400,3.63,81.32,34.25,211.44,19.25,280.95,4.06,95.0,100488.0
20100112:1500,3.5,81.11,11.75,95.39,7.35,280.98,3.89,93.0,100419.0
20100112:1600,3.38,80.91,0.0,-0.0,0.0,281.02,3.71,91.0,100349.0
20100112:1700,3.25,80.7,0.0,-0.0,0.0,281.05,3.54,90.0,100279.0
20100112:1800,3.29,81.47,0.0,-0.0,0.0,281.73,3.5,90.0,100235.0
20100112:1900,3.33,82.23,0.0,-0.0,0.0,282.42,3.45,90.0,100192.0
20100112:2000,3.37,83.0,0.0,-0.0,0.0,283.1,3.41,90.0,100149.0
20100112:2100,3.6,83.47,0.0,-0.0,0.0,291.52,3.52,91.0,100079.0
20100112:2200,3.84,83.95,0.0,-0.0,0.0,299.93,3.64,93.0,100009.0
20100112:2300,4.08,84.42,0.0,-0.0,0.0,308.35,3.75,94.0,99939.0
20100113:0000,4.06,85.57,0.0,-0.0,0.0,312.55,4.34,96.0,99866.0
20100113:0100,4.05,86.73,0.0,-0.0,0.0,316.75,4.92,98.0,99792.0
20100113:0200,4.03,87.88,0.0,-0.0,0.0,320.95,5.5,99.0,99719.0
20100113:0300,4.08,88.32,0.0,-0.0,0.0,319.5,5.63,98.0,99629.0
20100113:0400,4.13,88.76,0.0,-0.0,0.0,318.05,5.76,96.0,99539.0
20100113:0500,4.17,89.2,0.0,-0.0,0.0,316.6,5.89,94.0,99449.0
20100113:0600,4.29,88.54,0.0,-0.0,0.0,307.68,5.88,96.0,99383.0
20100113:0700,4.41,87.88,0.0,-0.0,0.0,298.77,5.86,97.0,99316.0
20100113:0800,4.53,87.22,0.0,-0.0,0.0,289.85,5.85,98.0,99249.0
20100113:0900,4.7,86.99,0.0,-0.0,0.0,290.22,5.71,100.0,99213.0
20100113:1000,4.87,86.77,0.0,-0.0,0.0,290.58,5.57,102.0,99176.0
20100113:1100,5.05,86.54,0.0,-0.0,0.0,290.95,5.43,104.0,99139.0
20100113:1200,5.05,85.82,19.8,90.35,16.1,292.83,5.44,105.0,99050.0
20100113:1300,5.05,85.11,31.85,166.0,20.05,294.72,5.45,105.0,98960.0
20100113:1400,5.05,84.39,23.8,102.15,16.25,296.6,5.46,105.0,98870.0
20100113:1500,4.91,84.61,10.0,67.03,6.7,299.55,5.67,105.0,98773.0
