Latitude (decimal degrees): 24.464
Longitude (decimal degrees): 54.366
Elevation (m): 8.0
month,year
12,008
22,008
32,012
42,010
52,013
62,012
72,008
82,008
92,016
102,013
112,007
122,008
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20080102:1500,22.17,52.78,0.0,-0.0,0.0,320.88,0.96,228.0,101557.0
20080102:1600,21.98,53.99,0.0,-0.0,0.0,320.12,1.18,176.0,101570.0
20080102:1700,21.8,55.21,0.0,-0.0,0.0,319.35,1.41,125.0,101584.0
20080102:1800,21.66,56.71,0.0,-0.0,0.0,317.97,2.14,135.0,101544.0
20080102:1900,21.53,58.21,0.0,-0.0,0.0,316.58,2.88,145.0,101504.0
20080102:2000,21.39,59.71,0.0,-0.0,0.0,315.2,3.61,155.0,101464.0
20080102:2100,21.24,61.13,0.0,-0.0,0.0,314.27,3.68,161.0,101450.0
20080102:2200,21.09,62.54,0.0,-0.0,0.0,313.33,3.74,166.0,101437.0
20080102:2300,20.94,63.96,0.0,-0.0,0.0,312.4,3.81,171.0,101424.0
20080103:0000,20.51,65.31,0.0,-0.0,0.0,312.12,4.04,168.0,101477.0
20080103:0100,20.08,66.67,0.0,-0.0,0.0,311.83,4.28,165.0,101530.0
20080103:0200,19.64,68.02,0.0,-0.0,0.0,311.55,4.51,162.0,101584.0
20080103:0300,20.14,68.75,0.0,-0.0,0.0,314.85,4.95,165.0,101637.0
20080103:0400,20.63,69.49,87.0,274.7,51.0,318.15,5.38,169.0,101690.0
20080103:0500,21.12,70.22,284.0,514.34,117.0,321.45,5.82,172.0,101743.0
20080103:0600,22.08,67.72,475.0,682.12,144.0,328.8,5.89,178.0,101690.0
20080103:0700,23.05,65.21,601.0,692.93,184.0,336.15,5.97,184.0,101637.0
20080103:0800,24.01,62.71,681.0,735.33,191.0,343.5,6.04,190.0,101584.0
20080103:0900,24.19,62.04,691.0,738.23,193.0,345.62,5.54,194.0,101527.0
20080103:1000,24.36,61.37,624.0,688.63,193.0,347.73,5.04,197.0,101470.0
20080103:1100,24.54,60.7,507.0,649.38,167.0,349.85,4.54,200.0,101414.0
20080103:1200,24.2,62.86,342.0,584.56,123.0,345.03,3.91,192.0,101460.0
20080103:1300,23.87,65.01,142.0,375.22,71.0,340.22,3.28,184.0,101507.0
20080103:1400,23.54,67.17,0.0,-0.0,0.0,335.4,2.65,176.0,101554.0
20080103:1500,23.39,67.54,0.0,-0.0,0.0,333.17,2.74,169.0,101577.0
20080103:1600,23.24,67.9,0.0,-0.0,0.0,330.93,2.82,161.0,101600.0
20080103:1700,23.09,68.27,0.0,-0.0,0.0,328.7,2.91,154.0,101624.0
20080103:1800,22.71,68.2,0.0,-0.0,0.0,326.67,3.03,154.0,101597.0
20080103:1900,22.34,68.14,0.0,-0.0,0.0,324.63,3.15,154.0,101570.0
20080103:2000,21.97,68.07,0.0,-0.0,0.0,322.6,3.27,153.0,101544.0
20080103:2100,21.68,69.22,0.0,-0.0,0.0,321.2,3.35,154.0,101524.0
20080103:2200,21.39,70.36,0.0,-0.0,0.0,319.8,3.43,154.0,101504.0
20080103:2300,21.09,71.51,0.0,-0.0,0.0,318.4,3.52,154.0,101484.0
20080104:0000,20.95,71.32,0.0,-0.0,0.0,318.4,4.01,156.0,101494.0
20080104:0100,20.8,71.14,0.0,-0.0,0.0,318.4,4.5,158.0,101504.0
20080104:0200,20.65,70.95,0.0,-0.0,0.0,318.4,4.99,160.0,101514.0
20080104:0300,21.0,69.92,0.0,-0.0,0.0,320.85,5.6,165.0,101567.0
20080104:0400,21.34,68.9,87.0,268.32,52.0,323.3,6.21,170.0,101620.0
20080104:0500,21.68,67.87,292.0,567.17,108.0,325.75,6.81,175.0,101674.0
20080104:0600,22.5,65.77,467.0,642.8,155.0,332.38,6.77,179.0,101617.0
20080104:0700,23.33,63.66,618.0,763.67,158.0,339.02,6.72,183.0,101560.0
20080104:0800,24.15,61.56,675.0,707.24,203.0,345.65,6.68,187.0,101504.0
20080104:0900,24.34,61.02,614.0,483.71,287.0,347.05,6.23,187.0,101427.0
20080104:1000,24.52,60.47,644.0,759.93,167.0,348.45,5.78,188.0,101350.0
20080104:1100,24.71,59.93,518.0,688.63,156.0,349.85,5.34,188.0,101274.0
20080104:1200,24.46,62.64,347.0,596.92,122.0,344.4,4.61,184.0,101307.0
20080104:1300,24.21,65.34,144.0,375.77,72.0,338.95,3.89,180.0,101340.0
20080104:1400,23.96,68.05,0.0,-0.0,0.0,333.5,3.16,176.0,101374.0
20080104:1500,23.83,67.07,0.0,-0.0,0.0,330.73,3.4,170.0,101387.0
20080104:1600,23.71,66.09,0.0,-0.0,0.0,327.97,3.65,164.0,101400.0
20080104:1700,23.59,65.11,0.0,-0.0,0.0,325.2,3.89,158.0,101414.0
20080104:1800,23.21,65.46,0.0,-0.0,0.0,323.37,3.74,159.0,101394.0
20080104:1900,22.84,65.81,0.0,-0.0,0.0,321.53,3.59,160.0,101374.0
20080104:2000,22.47,66.16,0.0,-0.0,0.0,319.7,3.43,162.0,101354.0
20080104:2100,22.09,66.42,0.0,-0.0,0.0,318.97,3.41,163.0,101337.0
20080104:2200,21.71,66.68,0.0,-0.0,0.0,318.23,3.38,164.0,101321.0
20080104:2300,21.32,66.94,0.0,-0.0,0.0,317.5,3.35,165.0,101304.0
20080105:0000,21.38,67.11,0.0,-0.0,0.0,317.98,3.89,164.0,101330.0
20080105:0100,21.43,67.27,0.0,-0.0,0.0,318.47,4.44,163.0,101357.0
20080105:0200,21.48,67.44,0.0,-0.0,0.0,318.95,4.98,162.0,101384.0
20080105:0300,21.46,67.79,0.0,-0.0,0.0,322.68,5.43,167.0,101450.0
20080105:0400,21.43,68.14,56.0,53.88,49.0,326.42,5.89,171.0,101517.0
20080105:0500,21.41,68.49,255.0,351.6,141.0,330.15,6.34,176.0,101584.0
20080105:0600,22.01,69.16,171.0,4.12,169.0,336.48,6.25,186.0,101527.0
20080105:0700,22.6,69.83,144.0,0.0,144.0,342.82,6.15,196.0,101470.0
20080105:0800,23.2,70.5,684.0,735.98,192.0,349.15,6.06,206.0,101414.0
20080105:0900,23.1,72.82,678.0,683.34,215.0,355.45,5.51,214.0,101347.0
20080105:1000,23.01,75.15,629.0,689.34,195.0,361.75,4.97,223.0,101281.0
20080105:1100,22.91,77.47,529.0,731.26,143.0,368.05,4.43,231.0,101214.0
20080105:1200,22.7,78.8,311.0,395.46,161.0,360.67,4.15,265.0,101277.0
20080105:1300,22.49,80.13,148.0,386.51,73.0,353.28,3.88,298.0,101340.0
20080105:1400,22.28,81.46,0.0,-0.0,0.0,345.9,3.6,332.0,101404.0
20080105:1500,22.2,81.49,0.0,-0.0,0.0,343.53,3.67,341.0,101420.0
20080105:1600,22.12,81.51,0.0,-0.0,0.0,341.17,3.75,350.0,101437.0
20080105:1700,22.04,81.54,0.0,-0.0,0.0,338.8,3.82,358.0,101454.0
20080105:1800,21.86,81.02,0.0,-0.0,0.0,336.3,3.6,358.0,101427.0
20080105:1900,21.69,80.51,0.0,-0.0,0.0,333.8,3.39,358.0,101400.0
20080105:2000,21.52,79.99,0.0,-0.0,0.0,331.3,3.17,358.0,101374.0
20080105:2100,21.54,78.93,0.0,-0.0,0.0,329.68,3.23,354.0,101360.0
20080105:2200,21.56,77.88,0.0,-0.0,0.0,328.07,3.28,350.0,101347.0
20080105:2300,21.58,76.82,0.0,-0.0,0.0,326.45,3.34,346.0,101334.0
20080106:0000,21.48,75.98,0.0,-0.0,0.0,330.27,2.58,342.0,101344.0
20080106:0100,21.37,75.14,0.0,-0.0,0.0,334.08,1.83,338.0,101354.0
20080106:0200,21.26,74.3,0.0,-0.0,0.0,337.9,1.08,334.0,101364.0
20080106:0300,20.97,73.49,0.0,-0.0,0.0,340.65,1.25,304.0,101394.0
20080106:0400,20.67,72.67,80.0,216.28,52.0,343.4,1.43,275.0,101424.0
20080106:0500,20.37,71.86,190.0,114.15,153.0,346.15,1.6,246.0,101454.0
20080106:0600,20.5,71.51,468.0,642.09,156.0,354.73,2.7,253.0,101397.0
20080106:0700,20.63,71.15,610.0,720.46,175.0,363.32,3.8,260.0,101340.0
20080106:0800,20.76,70.8,685.0,737.65,191.0,371.9,4.9,267.0,101284.0
20080106:0900,20.53,69.32,735.0,893.74,128.0,373.42,5.45,275.0,101227.0
20080106:1000,20.29,67.85,512.0,324.59,307.0,374.93,6.0,284.0,101171.0
20080106:1100,20.06,66.37,523.0,692.31,156.0,376.45,6.55,292.0,101114.0
20080106:1200,20.12,62.99,344.0,555.37,132.0,369.53,6.64,299.0,101194.0
20080106:1300,20.18,59.62,151.0,401.98,72.0,362.62,6.74,306.0,101274.0
20080106:1400,20.24,56.24,0.0,-0.0,0.0,355.7,6.83,312.0,101354.0
20080106:1500,20.43,55.66,0.0,-0.0,0.0,346.77,6.44,310.0,101370.0
20080106:1600,20.62,55.07,0.0,-0.0,0.0,337.83,6.06,308.0,101387.0
20080106:1700,20.81,54.49,0.0,-0.0,0.0,328.9,5.67,306.0,101404.0
20080106:1800,20.74,56.02,0.0,-0.0,0.0,324.72,5.93,304.0,101394.0
20080106:1900,20.68,57.54,0.0,-0.0,0.0,320.53,6.18,301.0,101384.0
20080106:2000,20.61,59.07,0.0,-0.0,0.0,316.35,6.44,299.0,101374.0
20080106:2100,20.34,59.91,0.0,-0.0,0.0,317.62,7.04,300.0,101377.0
20080106:2200,20.08,60.76,0.0,-0.0,0.0,318.88,7.65,301.0,101380.0
20080106:2300,19.81,61.6,0.0,-0.0,0.0,320.15,8.25,303.0,101384.0
20080107:0000,19.04,63.07,0.0,-0.0,0.0,310.03,8.41,303.0,101450.0
20080107:0100,18.27,64.55,0.0,-0.0,0.0,299.92,8.57,304.0,101517.0
20080107:0200,17.5,66.02,0.0,-0.0,0.0,289.8,8.73,304.0,101584.0
20080107:0300,16.93,66.44,0.0,-0.0,0.0,289.2,8.9,307.0,101654.0
20080107:0400,16.36,66.85,60.0,69.71,51.0,288.6,9.06,310.0,101723.0
20080107:0500,15.79,67.27,248.0,320.86,144.0,288.0,9.23,313.0,101793.0
20080107:0600,15.67,66.8,323.0,158.33,246.0,292.45,9.11,313.0,101743.0
20080107:0700,15.55,66.33,477.0,294.39,299.0,296.9,9.0,313.0,101693.0
20080107:0800,15.43,65.86,485.0,201.2,350.0,301.35,8.88,313.0,101644.0
20080107:0900,15.18,64.48,639.0,543.42,269.0,301.1,8.64,314.0,101604.0
20080107:1000,14.92,63.1,539.0,388.25,293.0,300.85,8.4,314.0,101564.0
20080107:1100,14.67,61.72,376.0,200.97,269.0,300.6,8.15,315.0,101524.0
20080107:1200,15.02,61.21,243.0,145.75,187.0,298.02,7.33,317.0,101580.0
20080107:1300,15.38,60.7,129.0,216.01,86.0,295.43,6.51,318.0,101637.0
20080107:1400,15.73,60.19,0.0,-0.0,0.0,292.85,5.68,320.0,101693.0
20080107:1500,16.04,59.38,0.0,-0.0,0.0,291.88,5.11,320.0,101723.0
20080107:1600,16.35,58.57,0.0,-0.0,0.0,290.92,4.53,320.0,101753.0
20080107:1700,16.67,57.76,0.0,-0.0,0.0,289.95,3.96,321.0,101783.0
20080107:1800,16.6,57.4,0.0,-0.0,0.0,289.13,3.75,318.0,101753.0
20080107:1900,16.53,57.05,0.0,-0.0,0.0,288.32,3.54,316.0,101723.0
20080107:2000,16.46,56.69,0.0,-0.0,0.0,287.5,3.32,313.0,101693.0
20080107:2100,16.37,56.69,0.0,-0.0,0.0,286.47,3.33,310.0,101667.0
20080107:2200,16.28,56.68,0.0,-0.0,0.0,285.43,3.33,308.0,101640.0
20080107:2300,16.19,56.68,0.0,-0.0,0.0,284.4,3.34,305.0,101614.0
20080108:0000,15.87,57.81,0.0,-0.0,0.0,284.4,3.25,297.0,101670.0
20080108:0100,15.55,58.94,0.0,-0.0,0.0,284.4,3.16,289.0,101727.0
20080108:0200,15.22,60.07,0.0,-0.0,0.0,284.4,3.08,282.0,101783.0
20080108:0300,15.28,59.45,0.0,-0.0,0.0,288.62,3.17,284.0,101827.0
20080108:0400,15.33,58.82,70.0,131.97,53.0,292.83,3.26,287.0,101870.0
20080108:0500,15.38,58.2,283.0,515.1,116.0,297.05,3.35,290.0,101913.0
20080108:0600,15.51,58.2,461.0,605.97,166.0,301.48,3.78,291.0,101850.0
20080108:0700,15.64,58.21,570.0,566.4,227.0,305.92,4.21,292.0,101787.0
20080108:0800,15.77,58.21,672.0,681.17,214.0,310.35,4.63,293.0,101723.0
20080108:0900,15.72,58.58,739.0,895.02,128.0,309.27,4.91,293.0,101664.0
20080108:1000,15.67,58.96,621.0,638.62,215.0,308.18,5.19,294.0,101604.0
20080108:1100,15.62,59.33,546.0,775.97,131.0,307.1,5.46,294.0,101544.0
20080108:1200,15.67,59.3,354.0,581.77,129.0,302.05,5.09,298.0,101597.0
20080108:1300,15.72,59.26,151.0,362.02,78.0,297.0,4.71,302.0,101650.0
20080108:1400,15.77,59.23,0.0,-0.0,0.0,291.95,4.33,306.0,101703.0
20080108:1500,15.94,58.54,0.0,-0.0,0.0,290.78,4.15,306.0,101740.0
20080108:1600,16.12,57.85,0.0,-0.0,0.0,289.62,3.97,305.0,101777.0
20080108:1700,16.3,57.16,0.0,-0.0,0.0,288.45,3.79,305.0,101813.0
20080108:1800,16.18,56.72,0.0,-0.0,0.0,287.4,3.69,301.0,101783.0
20080108:1900,16.07,56.27,0.0,-0.0,0.0,286.35,3.59,297.0,101753.0
20080108:2000,15.95,55.83,0.0,-0.0,0.0,285.3,3.49,293.0,101723.0
20080108:2100,15.79,56.11,0.0,-0.0,0.0,284.15,3.4,292.0,101697.0
20080108:2200,15.64,56.39,0.0,-0.0,0.0,283.0,3.31,291.0,101670.0
20080108:2300,15.48,56.67,0.0,-0.0,0.0,281.85,3.23,290.0,101644.0
20080109:0000,14.73,56.97,0.0,-0.0,0.0,277.78,2.97,283.0,101697.0
20080109:0100,13.98,57.27,0.0,-0.0,0.0,273.72,2.72,275.0,101750.0
20080109:0200,13.22,57.57,0.0,-0.0,0.0,269.65,2.47,268.0,101803.0
20080109:0300,13.89,57.27,0.0,-0.0,0.0,272.78,2.57,275.0,101853.0
20080109:0400,14.56,56.98,79.0,209.92,52.0,275.92,2.67,282.0,101903.0
20080109:0500,15.23,56.68,284.0,514.82,117.0,279.05,2.77,289.0,101953.0
20080109:0600,15.53,56.55,461.0,607.28,165.0,285.67,3.42,294.0,101897.0
20080109:0700,15.82,56.42,623.0,764.9,159.0,292.28,4.07,299.0,101840.0
20080109:0800,16.12,56.29,659.0,629.22,235.0,298.9,4.72,304.0,101783.0
20080109:0900,16.14,56.46,686.0,686.6,216.0,299.42,4.95,306.0,101743.0
20080109:1000,16.15,56.63,624.0,639.55,216.0,299.93,5.19,308.0,101703.0
20080109:1100,16.17,56.8,525.0,668.19,166.0,300.45,5.42,310.0,101664.0
20080109:1200,16.11,56.85,348.0,539.36,138.0,296.7,4.87,314.0,101710.0
20080109:1300,16.06,56.89,154.0,372.05,78.0,292.95,4.33,317.0,101757.0
20080109:1400,16.01,56.94,0.0,-0.0,0.0,289.2,3.78,321.0,101803.0
20080109:1500,16.02,56.76,0.0,-0.0,0.0,288.25,3.49,322.0,101823.0
20080109:1600,16.04,56.58,0.0,-0.0,0.0,287.3,3.19,322.0,101843.0
20080109:1700,16.06,56.4,0.0,-0.0,0.0,286.35,2.9,323.0,101863.0
20080109:1800,15.91,56.7,0.0,-0.0,0.0,285.03,2.85,321.0,101840.0
20080109:1900,15.76,57.0,0.0,-0.0,0.0,283.72,2.8,319.0,101817.0
20080109:2000,15.61,57.3,0.0,-0.0,0.0,282.4,2.76,318.0,101793.0
20080109:2100,15.63,57.52,0.0,-0.0,0.0,281.68,2.73,321.0,101777.0
20080109:2200,15.65,57.74,0.0,-0.0,0.0,280.97,2.7,325.0,101760.0
20080109:2300,15.67,57.96,0.0,-0.0,0.0,280.25,2.68,328.0,101743.0
20080110:0000,16.04,57.44,0.0,-0.0,0.0,278.88,2.4,328.0,101770.0
20080110:0100,16.4,56.92,0.0,-0.0,0.0,277.52,2.12,328.0,101797.0
20080110:0200,16.76,56.4,0.0,-0.0,0.0,276.15,1.85,328.0,101823.0
20080110:0300,16.66,56.21,0.0,-0.0,0.0,280.33,2.06,330.0,101877.0
20080110:0400,16.56,56.02,79.0,210.11,52.0,284.52,2.28,332.0,101930.0
20080110:0500,16.46,55.83,284.0,514.41,117.0,288.7,2.5,334.0,101983.0
20080110:0600,16.78,55.79,462.0,606.43,166.0,295.68,3.15,335.0,101920.0
20080110:0700,17.11,55.74,566.0,542.99,236.0,302.67,3.81,335.0,101857.0
20080110:0800,17.43,55.7,676.0,682.55,215.0,309.65,4.47,336.0,101793.0
20080110:0900,17.39,55.2,645.0,544.8,271.0,310.78,4.64,338.0,101750.0
20080110:1000,17.34,54.71,663.0,779.4,164.0,311.92,4.82,341.0,101707.0
20080110:1100,17.3,54.21,528.0,670.63,166.0,313.05,4.99,343.0,101664.0
20080110:1200,17.34,54.14,351.0,540.82,139.0,311.72,4.62,343.0,101687.0
20080110:1300,17.38,54.08,144.0,280.27,86.0,310.38,4.25,344.0,101710.0
20080110:1400,17.42,54.01,0.0,-0.0,0.0,309.05,3.88,344.0,101733.0
20080110:1500,17.49,53.47,0.0,-0.0,0.0,308.48,3.61,350.0,101753.0
20080110:1600,17.57,52.93,0.0,-0.0,0.0,307.92,3.35,355.0,101773.0
20080110:1700,17.65,52.39,0.0,-0.0,0.0,307.35,3.09,1.0,101793.0
20080110:1800,17.42,52.55,0.0,-0.0,0.0,305.95,2.97,17.0,101747.0
20080110:1900,17.2,52.7,0.0,-0.0,0.0,304.55,2.84,32.0,101700.0
20080110:2000,16.98,52.86,0.0,-0.0,0.0,303.15,2.72,48.0,101654.0
20080110:2100,16.82,54.72,0.0,-0.0,0.0,302.02,2.93,60.0,101600.0
20080110:2200,16.67,56.57,0.0,-0.0,0.0,300.88,3.15,72.0,101547.0
20080110:2300,16.51,58.43,0.0,-0.0,0.0,299.75,3.37,84.0,101494.0
20080111:0000,16.31,61.38,0.0,-0.0,0.0,299.42,3.52,93.0,101487.0
20080111:0100,16.11,64.34,0.0,-0.0,0.0,299.08,3.67,103.0,101480.0
20080111:0200,15.91,67.29,0.0,-0.0,0.0,298.75,3.82,113.0,101474.0
20080111:0300,16.48,66.91,0.0,-0.0,0.0,301.4,4.09,121.0,101504.0
20080111:0400,17.05,66.54,74.0,163.46,53.0,304.05,4.36,129.0,101534.0
20080111:0500,17.62,66.16,240.0,283.08,148.0,306.7,4.63,136.0,101564.0
20080111:0600,18.65,62.73,391.0,331.37,229.0,315.18,4.44,149.0,101520.0
20080111:0700,19.69,59.29,426.0,180.63,316.0,323.67,4.25,162.0,101477.0
20080111:0800,20.72,55.86,627.0,518.42,276.0,332.15,4.06,174.0,101434.0
20080111:0900,21.05,55.98,294.0,11.62,286.0,335.33,3.2,190.0,101374.0
20080111:1000,21.38,56.11,66.0,0.0,66.0,338.52,2.34,206.0,101314.0
20080111:1100,21.71,56.23,176.0,1.84,175.0,341.7,1.48,221.0,101254.0
20080111:1200,21.28,61.46,97.0,0.0,97.0,339.53,2.52,270.0,101327.0
20080111:1300,20.86,66.68,18.0,0.0,18.0,337.37,3.56,319.0,101400.0
20080111:1400,20.44,71.91,0.0,-0.0,0.0,335.2,4.61,8.0,101474.0
20080111:1500,20.46,72.11,0.0,-0.0,0.0,332.65,4.72,19.0,101477.0
20080111:1600,20.48,72.31,0.0,-0.0,0.0,330.1,4.84,30.0,101480.0
20080111:1700,20.51,72.51,0.0,-0.0,0.0,327.55,4.95,41.0,101484.0
20080111:1800,20.36,72.38,0.0,-0.0,0.0,326.05,4.77,46.0,101467.0
20080111:1900,20.22,72.25,0.0,-0.0,0.0,324.55,4.58,51.0,101450.0
20080111:2000,20.07,72.12,0.0,-0.0,0.0,323.05,4.4,56.0,101434.0
20080111:2100,19.93,73.09,0.0,-0.0,0.0,323.47,4.26,60.0,101430.0
20080111:2200,19.79,74.06,0.0,-0.0,0.0,323.88,4.12,65.0,101427.0
20080111:2300,19.64,75.03,0.0,-0.0,0.0,324.3,3.99,69.0,101424.0
20080112:0000,19.63,75.72,0.0,-0.0,0.0,329.23,3.83,85.0,101480.0
20080112:0100,19.62,76.41,0.0,-0.0,0.0,334.17,3.66,100.0,101537.0
20080112:0200,19.61,77.1,0.0,-0.0,0.0,339.1,3.5,116.0,101594.0
20080112:0300,19.59,76.47,0.0,-0.0,0.0,342.73,3.65,127.0,101644.0
20080112:0400,19.56,75.85,25.0,0.0,25.0,346.37,3.79,138.0,101693.0
20080112:0500,19.54,75.22,84.0,0.0,84.0,350.0,3.93,149.0,101743.0
20080112:0600,20.05,72.82,85.0,0.0,85.0,355.15,3.6,164.0,101677.0
20080112:0700,20.55,70.42,124.0,0.0,124.0,360.3,3.28,179.0,101610.0
20080112:0800,21.06,68.02,382.0,64.82,338.0,365.45,2.95,194.0,101544.0
20080112:0900,21.19,68.68,132.0,0.0,132.0,368.22,2.77,223.0,101500.0
20080112:1000,21.31,69.35,170.0,0.0,170.0,370.98,2.58,253.0,101457.0
20080112:1100,21.44,70.01,264.0,33.03,246.0,373.75,2.4,282.0,101414.0
20080112:1200,21.66,71.69,275.0,208.83,192.0,371.98,2.83,306.0,101470.0
20080112:1300,21.88,73.36,158.0,353.11,83.0,370.22,3.26,330.0,101527.0
20080112:1400,22.1,75.04,0.0,0.0,0.0,368.45,3.7,354.0,101584.0
20080112:1500,22.09,76.06,0.0,-0.0,0.0,365.23,3.92,2.0,101600.0
20080112:1600,22.09,77.07,0.0,-0.0,0.0,362.02,4.14,11.0,101617.0
20080112:1700,22.09,78.09,0.0,-0.0,0.0,358.8,4.36,20.0,101634.0
20080112:1800,21.96,78.56,0.0,-0.0,0.0,355.68,4.28,25.0,101614.0
20080112:1900,21.84,79.04,0.0,-0.0,0.0,352.57,4.2,30.0,101594.0
20080112:2000,21.71,79.51,0.0,-0.0,0.0,349.45,4.12,36.0,101574.0
20080112:2100,21.57,80.11,0.0,-0.0,0.0,347.43,4.07,38.0,101560.0
20080112:2200,21.43,80.7,0.0,-0.0,0.0,345.42,4.01,40.0,101547.0
20080112:2300,21.29,81.3,0.0,-0.0,0.0,343.4,3.96,42.0,101534.0
20080113:0000,20.95,82.8,0.0,-0.0,0.0,341.6,3.91,62.0,101554.0
20080113:0100,20.61,84.31,0.0,-0.0,0.0,339.8,3.87,82.0,101574.0
20080113:0200,20.26,85.81,0.0,-0.0,0.0,338.0,3.82,102.0,101594.0
20080113:0300,20.41,85.72,0.0,-0.0,0.0,341.75,4.37,118.0,101630.0
20080113:0400,20.55,85.62,89.0,318.65,48.0,345.5,4.92,133.0,101667.0
20080113:0500,20.69,85.53,235.0,257.7,151.0,349.25,5.48,148.0,101703.0
20080113:0600,21.34,82.82,94.0,0.0,94.0,356.38,5.83,161.0,101624.0
20080113:0700,21.98,80.11,146.0,0.0,146.0,363.52,6.19,174.0,101544.0
20080113:0800,22.63,77.4,454.0,142.52,357.0,370.65,6.55,187.0,101464.0
20080113:0900,22.71,79.25,591.0,383.93,325.0,374.77,6.32,197.0,101407.0
20080113:1000,22.78,81.1,266.0,9.27,260.0,378.88,6.08,208.0,101350.0
20080113:1100,22.86,82.95,98.0,0.0,98.0,383.0,5.85,218.0,101294.0
20080113:1200,22.64,84.9,203.0,52.47,182.0,380.62,4.9,253.0,101357.0
20080113:1300,22.42,86.85,116.0,102.24,94.0,378.23,3.94,288.0,101420.0
20080113:1400,22.2,88.8,0.0,0.0,0.0,375.85,2.99,323.0,101484.0
20080113:1500,22.14,89.3,0.0,-0.0,0.0,371.98,3.4,338.0,101510.0
20080113:1600,22.08,89.81,0.0,-0.0,0.0,368.12,3.8,352.0,101537.0
20080113:1700,22.02,90.31,0.0,-0.0,0.0,364.25,4.21,6.0,101564.0
20080113:1800,21.88,90.5,0.0,-0.0,0.0,361.22,3.94,12.0,101530.0
