Latitude (decimal degrees): 49.333
Longitude (decimal degrees): -123.048
Elevation (m): 159.0
month,year
12,010
22,009
32,009
42,012
52,010
62,014
72,012
82,015
92,010
102,013
112,009
122,011
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20100103:0300,4.24,97.15,0.0,-0.0,0.0,326.75,1.89,181.0,100540.0
20100103:0400,4.13,97.29,0.0,-0.0,0.0,322.4,1.72,178.0,100576.0
20100103:0500,4.02,97.42,0.0,-0.0,0.0,318.05,1.56,175.0,100612.0
20100103:0600,3.89,97.02,0.0,-0.0,0.0,320.83,1.41,176.0,100645.0
20100103:0700,3.77,96.61,0.0,-0.0,0.0,323.62,1.26,177.0,100677.0
20100103:0800,3.64,96.21,0.0,-0.0,0.0,326.4,1.12,178.0,100710.0
20100103:0900,3.75,97.07,0.0,-0.0,0.0,324.65,1.28,161.0,100713.0
20100103:1000,3.87,97.93,0.0,-0.0,0.0,322.9,1.44,145.0,100717.0
20100103:1100,3.99,98.79,0.0,-0.0,0.0,321.15,1.6,128.0,100720.0
20100103:1200,3.77,99.19,0.0,-0.0,0.0,319.93,1.53,116.0,100703.0
20100103:1300,3.56,99.6,0.0,-0.0,0.0,318.72,1.46,104.0,100687.0
20100103:1400,3.34,100.0,0.0,-0.0,0.0,317.5,1.39,91.0,100671.0
20100103:1500,3.94,99.95,0.0,-0.0,0.0,318.63,1.89,89.0,100658.0
20100103:1600,4.54,99.9,0.0,-0.0,0.0,319.77,2.4,86.0,100645.0
20100103:1700,5.14,99.85,42.0,70.88,35.0,320.9,2.9,83.0,100632.0
20100103:1800,5.66,97.02,93.0,73.92,78.0,318.1,2.67,82.0,100599.0
20100103:1900,6.18,94.18,111.0,25.63,104.0,315.3,2.45,81.0,100566.0
20100103:2000,6.69,91.35,171.0,150.94,125.0,312.5,2.22,80.0,100533.0
20100103:2100,6.19,89.7,172.0,179.34,119.0,310.37,2.09,81.0,100481.0
20100103:2200,5.68,88.06,64.0,0.0,64.0,308.23,1.95,83.0,100429.0
20100103:2300,5.18,86.41,61.0,18.77,58.0,306.1,1.82,85.0,100376.0
20100104:0000,4.72,86.85,13.0,0.0,13.0,308.18,1.79,84.0,100357.0
20100104:0100,4.26,87.29,0.0,-0.0,0.0,310.27,1.77,83.0,100337.0
20100104:0200,3.81,87.73,0.0,-0.0,0.0,312.35,1.74,83.0,100318.0
20100104:0300,3.56,89.51,0.0,-0.0,0.0,317.32,1.81,82.0,100304.0
20100104:0400,3.32,91.3,0.0,-0.0,0.0,322.28,1.88,82.0,100291.0
20100104:0500,3.07,93.08,0.0,-0.0,0.0,327.25,1.94,82.0,100278.0
20100104:0600,2.95,93.49,0.0,-0.0,0.0,327.22,2.21,83.0,100236.0
20100104:0700,2.84,93.9,0.0,-0.0,0.0,327.18,2.48,84.0,100193.0
20100104:0800,2.72,94.31,0.0,-0.0,0.0,327.15,2.74,85.0,100151.0
20100104:0900,2.91,94.65,0.0,-0.0,0.0,326.73,2.71,87.0,100118.0
20100104:1000,3.11,94.99,0.0,-0.0,0.0,326.32,2.68,88.0,100085.0
20100104:1100,3.31,95.33,0.0,-0.0,0.0,325.9,2.65,90.0,100053.0
20100104:1200,3.37,95.72,0.0,-0.0,0.0,326.15,2.83,90.0,99964.0
20100104:1300,3.43,96.12,0.0,-0.0,0.0,326.4,3.02,91.0,99876.0
20100104:1400,3.49,96.51,0.0,-0.0,0.0,326.65,3.2,92.0,99788.0
20100104:1500,4.1,96.72,0.0,-0.0,0.0,328.0,3.38,92.0,99748.0
20100104:1600,4.71,96.92,0.0,-0.0,0.0,329.35,3.57,93.0,99709.0
20100104:1700,5.31,97.13,10.0,0.0,10.0,330.7,3.75,93.0,99670.0
20100104:1800,5.75,96.94,15.0,0.0,15.0,330.88,3.57,93.0,99627.0
20100104:1900,6.19,96.75,61.0,0.0,61.0,331.07,3.39,93.0,99585.0
20100104:2000,6.63,96.56,138.0,52.23,122.0,331.25,3.21,93.0,99542.0
20100104:2100,6.2,96.64,76.0,0.0,76.0,331.55,2.73,93.0,99523.0
20100104:2200,5.76,96.73,33.0,0.0,33.0,331.85,2.25,92.0,99503.0
20100104:2300,5.33,96.81,13.0,0.0,13.0,332.15,1.77,91.0,99483.0
20100105:0000,4.87,97.05,27.0,168.11,19.0,334.35,1.85,88.0,99523.0
20100105:0100,4.42,97.28,0.0,-0.0,0.0,336.55,1.94,85.0,99562.0
20100105:0200,3.97,97.52,0.0,-0.0,0.0,338.75,2.03,82.0,99601.0
20100105:0300,3.91,97.62,0.0,-0.0,0.0,339.0,1.95,82.0,99621.0
20100105:0400,3.85,97.71,0.0,-0.0,0.0,339.25,1.88,82.0,99640.0
20100105:0500,3.79,97.81,0.0,-0.0,0.0,339.5,1.81,82.0,99660.0
20100105:0600,3.71,97.87,0.0,-0.0,0.0,339.93,1.66,80.0,99686.0
20100105:0700,3.62,97.92,0.0,-0.0,0.0,340.37,1.51,78.0,99712.0
20100105:0800,3.54,97.98,0.0,-0.0,0.0,340.8,1.37,77.0,99739.0
20100105:0900,3.68,97.78,0.0,-0.0,0.0,341.5,1.38,76.0,99765.0
20100105:1000,3.82,97.59,0.0,-0.0,0.0,342.2,1.4,76.0,99791.0
20100105:1100,3.96,97.39,0.0,-0.0,0.0,342.9,1.42,76.0,99817.0
20100105:1200,3.83,97.54,0.0,-0.0,0.0,342.87,1.37,73.0,99837.0
20100105:1300,3.69,97.7,0.0,-0.0,0.0,342.83,1.31,70.0,99856.0
20100105:1400,3.56,97.85,0.0,-0.0,0.0,342.8,1.26,67.0,99876.0
20100105:1500,4.13,97.59,0.0,-0.0,0.0,341.53,1.61,67.0,99928.0
20100105:1600,4.7,97.34,0.0,-0.0,0.0,340.27,1.97,66.0,99981.0
20100105:1700,5.26,97.08,32.0,0.0,32.0,339.0,2.33,66.0,100033.0
20100105:1800,5.81,96.26,79.0,19.52,75.0,336.95,2.2,66.0,100056.0
20100105:1900,6.35,95.43,112.0,25.38,105.0,334.9,2.07,66.0,100079.0
20100105:2000,6.89,94.61,135.0,42.2,122.0,332.85,1.94,66.0,100102.0
20100105:2100,6.35,93.13,164.0,136.93,123.0,330.35,1.99,66.0,100105.0
20100105:2200,5.81,91.64,226.0,658.76,61.0,327.85,2.04,65.0,100108.0
20100105:2300,5.27,90.16,95.0,218.74,59.0,325.35,2.08,65.0,100111.0
20100106:0000,4.59,91.03,22.0,0.0,22.0,322.35,2.73,65.0,100180.0
20100106:0100,3.91,91.9,0.0,-0.0,0.0,319.35,3.38,65.0,100249.0
20100106:0200,3.24,92.77,0.0,-0.0,0.0,316.35,4.03,66.0,100318.0
20100106:0300,2.64,90.11,0.0,-0.0,0.0,313.3,4.26,67.0,100376.0
20100106:0400,2.05,87.44,0.0,-0.0,0.0,310.25,4.5,68.0,100435.0
20100106:0500,1.45,84.78,0.0,-0.0,0.0,307.2,4.73,70.0,100494.0
20100106:0600,1.02,79.22,0.0,-0.0,0.0,304.57,4.49,70.0,100540.0
20100106:0700,0.59,73.67,0.0,-0.0,0.0,301.93,4.24,70.0,100586.0
20100106:0800,0.16,68.11,0.0,-0.0,0.0,299.3,4.0,70.0,100632.0
20100106:0900,0.24,61.86,0.0,-0.0,0.0,297.55,3.84,72.0,100635.0
20100106:1000,0.33,55.61,0.0,-0.0,0.0,295.8,3.69,74.0,100638.0
20100106:1100,0.42,49.36,0.0,-0.0,0.0,294.05,3.53,76.0,100641.0
20100106:1200,0.49,49.73,0.0,-0.0,0.0,294.93,3.6,76.0,100681.0
20100106:1300,0.57,50.11,0.0,-0.0,0.0,295.82,3.66,77.0,100720.0
20100106:1400,0.64,50.48,0.0,-0.0,0.0,296.7,3.72,78.0,100759.0
20100106:1500,1.17,51.92,0.0,-0.0,0.0,291.08,3.63,80.0,100789.0
20100106:1600,1.7,53.35,0.0,-0.0,0.0,285.47,3.53,83.0,100818.0
20100106:1700,2.22,54.79,47.0,98.91,37.0,279.85,3.43,85.0,100847.0
20100106:1800,3.08,54.06,97.0,87.31,79.0,274.75,3.22,87.0,100860.0
20100106:1900,3.94,53.32,187.0,317.26,99.0,269.65,3.0,89.0,100874.0
20100106:2000,4.8,52.59,283.0,693.76,68.0,264.55,2.79,91.0,100887.0
20100106:2100,4.72,52.08,53.0,0.0,53.0,269.25,2.78,91.0,100860.0
20100106:2200,4.64,51.56,139.0,154.25,100.0,273.95,2.78,92.0,100834.0
20100106:2300,4.57,51.05,52.0,0.0,52.0,278.65,2.77,92.0,100808.0
20100107:0000,4.37,55.62,12.0,0.0,12.0,282.18,2.91,91.0,100785.0
20100107:0100,4.17,60.19,0.0,-0.0,0.0,285.72,3.05,90.0,100762.0
20100107:0200,3.98,64.76,0.0,-0.0,0.0,289.25,3.19,89.0,100739.0
20100107:0300,3.55,63.99,0.0,-0.0,0.0,280.0,3.04,89.0,100736.0
20100107:0400,3.11,63.21,0.0,-0.0,0.0,270.75,2.89,90.0,100733.0
20100107:0500,2.68,62.44,0.0,-0.0,0.0,261.5,2.74,90.0,100730.0
20100107:0600,2.34,60.46,0.0,-0.0,0.0,257.63,2.69,90.0,100710.0
20100107:0700,2.01,58.48,0.0,-0.0,0.0,253.77,2.63,91.0,100690.0
20100107:0800,1.67,56.5,0.0,-0.0,0.0,249.9,2.58,91.0,100671.0
20100107:0900,1.59,55.01,0.0,-0.0,0.0,247.93,2.4,92.0,100664.0
20100107:1000,1.52,53.53,0.0,-0.0,0.0,245.97,2.23,92.0,100658.0
20100107:1100,1.45,52.04,0.0,-0.0,0.0,244.0,2.06,92.0,100651.0
20100107:1200,1.42,52.23,0.0,-0.0,0.0,245.68,2.27,92.0,100550.0
20100107:1300,1.4,52.41,0.0,-0.0,0.0,247.37,2.49,92.0,100448.0
20100107:1400,1.37,52.6,0.0,-0.0,0.0,249.05,2.7,92.0,100347.0
20100107:1500,1.97,51.83,0.0,-0.0,0.0,249.87,2.25,95.0,100337.0
20100107:1600,2.57,51.06,0.0,-0.0,0.0,250.68,1.79,97.0,100327.0
20100107:1700,3.17,50.29,33.0,0.0,33.0,251.5,1.34,99.0,100318.0
20100107:1800,4.03,49.26,105.0,120.49,80.0,254.12,1.8,100.0,100275.0
20100107:1900,4.89,48.22,146.0,118.27,113.0,256.73,2.27,101.0,100232.0
20100107:2000,5.75,47.19,228.0,391.2,106.0,259.35,2.73,103.0,100190.0
20100107:2100,5.56,46.52,208.0,316.03,112.0,264.33,2.46,104.0,100141.0
20100107:2200,5.37,45.86,107.0,35.25,98.0,269.32,2.19,104.0,100092.0
20100107:2300,5.19,45.19,78.0,82.48,64.0,274.3,1.92,105.0,100043.0
20100108:0000,4.67,52.0,19.0,0.0,19.0,275.77,1.94,106.0,100069.0
20100108:0100,4.16,58.8,0.0,-0.0,0.0,277.23,1.97,107.0,100095.0
20100108:0200,3.65,65.61,0.0,-0.0,0.0,278.7,2.0,108.0,100121.0
20100108:0300,2.86,72.49,0.0,-0.0,0.0,285.93,1.99,107.0,100121.0
20100108:0400,2.07,79.37,0.0,-0.0,0.0,293.17,1.97,106.0,100121.0
20100108:0500,1.28,86.25,0.0,-0.0,0.0,300.4,1.96,105.0,100121.0
20100108:0600,1.1,87.58,0.0,-0.0,0.0,304.35,1.86,105.0,100131.0
20100108:0700,0.92,88.92,0.0,-0.0,0.0,308.3,1.77,106.0,100141.0
20100108:0800,0.74,90.25,0.0,-0.0,0.0,312.25,1.67,106.0,100151.0
20100108:0900,0.96,90.05,0.0,-0.0,0.0,314.62,1.72,105.0,100151.0
20100108:1000,1.18,89.85,0.0,-0.0,0.0,316.98,1.77,104.0,100151.0
20100108:1100,1.4,89.65,0.0,-0.0,0.0,319.35,1.82,104.0,100151.0
20100108:1200,1.84,91.54,0.0,-0.0,0.0,319.37,1.94,103.0,100085.0
20100108:1300,2.27,93.44,0.0,-0.0,0.0,319.38,2.06,102.0,100020.0
20100108:1400,2.71,95.33,0.0,-0.0,0.0,319.4,2.18,102.0,99954.0
20100108:1500,3.29,94.57,0.0,-0.0,0.0,308.85,2.27,102.0,99932.0
20100108:1600,3.87,93.8,0.0,-0.0,0.0,298.3,2.36,102.0,99909.0
20100108:1700,4.44,93.04,18.0,0.0,18.0,287.75,2.46,102.0,99886.0
20100108:1800,4.88,91.31,6.0,0.0,6.0,287.87,2.34,103.0,99827.0
20100108:1900,5.31,89.58,50.0,0.0,50.0,287.98,2.22,104.0,99768.0
20100108:2000,5.74,87.85,43.0,0.0,43.0,288.1,2.1,105.0,99709.0
20100108:2100,5.36,86.93,54.0,0.0,54.0,292.62,1.93,106.0,99634.0
20100108:2200,4.97,86.01,11.0,0.0,11.0,297.13,1.76,108.0,99559.0
20100108:2300,4.59,85.09,10.0,0.0,10.0,301.65,1.59,110.0,99483.0
20100109:0000,4.35,90.06,2.0,0.0,2.0,312.12,2.14,113.0,99519.0
20100109:0100,4.11,95.03,0.0,-0.0,0.0,322.58,2.7,116.0,99555.0
20100109:0200,3.87,100.0,0.0,-0.0,0.0,333.05,3.26,119.0,99591.0
20100109:0300,3.85,100.0,0.0,-0.0,0.0,331.23,2.86,122.0,99634.0
20100109:0400,3.82,100.0,0.0,-0.0,0.0,329.42,2.46,124.0,99676.0
20100109:0500,3.8,100.0,0.0,-0.0,0.0,327.6,2.07,127.0,99719.0
20100109:0600,3.89,100.0,0.0,-0.0,0.0,324.77,2.38,125.0,99768.0
20100109:0700,3.99,100.0,0.0,-0.0,0.0,321.93,2.69,123.0,99817.0
20100109:0800,4.08,100.0,0.0,-0.0,0.0,319.1,2.99,121.0,99866.0
20100109:0900,4.36,100.0,0.0,-0.0,0.0,321.93,3.11,120.0,99909.0
20100109:1000,4.64,100.0,0.0,-0.0,0.0,324.77,3.22,119.0,99951.0
20100109:1100,4.92,100.0,0.0,-0.0,0.0,327.6,3.34,118.0,99994.0
20100109:1200,5.5,100.0,0.0,-0.0,0.0,322.02,3.17,122.0,100000.0
20100109:1300,6.08,100.0,0.0,-0.0,0.0,316.43,3.0,126.0,100007.0
20100109:1400,6.66,100.0,0.0,-0.0,0.0,310.85,2.83,129.0,100013.0
20100109:1500,7.26,100.0,0.0,-0.0,0.0,307.97,3.08,130.0,100056.0
20100109:1600,7.86,100.0,0.0,-0.0,0.0,305.08,3.32,131.0,100098.0
20100109:1700,8.45,100.0,5.0,0.0,5.0,302.2,3.57,132.0,100141.0
20100109:1800,8.9,100.0,3.0,0.0,3.0,302.6,3.29,132.0,100147.0
20100109:1900,9.35,100.0,23.0,0.0,23.0,303.0,3.01,132.0,100154.0
20100109:2000,9.8,100.0,44.0,0.0,44.0,303.4,2.73,132.0,100160.0
20100109:2100,9.29,100.0,89.0,0.0,89.0,305.25,2.25,131.0,100154.0
20100109:2200,8.78,100.0,26.0,0.0,26.0,307.1,1.77,129.0,100147.0
20100109:2300,8.28,100.0,16.0,0.0,16.0,308.95,1.3,127.0,100141.0
20100110:0000,7.96,100.0,4.0,0.0,4.0,311.02,1.45,127.0,100138.0
20100110:0100,7.65,100.0,0.0,-0.0,0.0,313.08,1.61,127.0,100134.0
20100110:0200,7.34,100.0,0.0,-0.0,0.0,315.15,1.77,126.0,100131.0
20100110:0300,7.14,100.0,0.0,-0.0,0.0,305.1,1.83,122.0,100147.0
20100110:0400,6.93,100.0,0.0,-0.0,0.0,295.05,1.89,118.0,100164.0
20100110:0500,6.73,100.0,0.0,-0.0,0.0,285.0,1.94,114.0,100180.0
20100110:0600,6.43,100.0,0.0,-0.0,0.0,282.18,2.0,111.0,100190.0
20100110:0700,6.12,100.0,0.0,-0.0,0.0,279.37,2.05,109.0,100200.0
20100110:0800,5.82,100.0,0.0,-0.0,0.0,276.55,2.1,107.0,100210.0
20100110:0900,5.64,100.0,0.0,-0.0,0.0,278.68,2.03,106.0,100193.0
20100110:1000,5.47,100.0,0.0,-0.0,0.0,280.82,1.96,105.0,100177.0
20100110:1100,5.3,100.0,0.0,-0.0,0.0,282.95,1.89,104.0,100160.0
20100110:1200,4.98,99.81,0.0,-0.0,0.0,283.27,1.88,104.0,100105.0
20100110:1300,4.66,99.61,0.0,-0.0,0.0,283.58,1.86,104.0,100049.0
20100110:1400,4.34,99.42,0.0,-0.0,0.0,283.9,1.85,104.0,99994.0
20100110:1500,4.76,97.88,0.0,-0.0,0.0,283.48,2.13,106.0,100000.0
20100110:1600,5.17,96.34,0.0,-0.0,0.0,283.07,2.42,107.0,100007.0
20100110:1700,5.58,94.8,31.0,0.0,31.0,282.65,2.7,109.0,100013.0
20100110:1800,6.33,91.93,31.0,0.0,31.0,281.52,2.18,110.0,99961.0
20100110:1900,7.07,89.05,70.0,0.0,70.0,280.38,1.66,112.0,99909.0
20100110:2000,7.81,86.18,81.0,0.0,81.0,279.25,1.13,113.0,99856.0
20100110:2100,7.59,85.72,143.0,57.85,125.0,284.22,1.59,113.0,99781.0
20100110:2200,7.37,85.26,81.0,0.0,81.0,289.18,2.04,113.0,99706.0
20100110:2300,7.16,84.8,5.0,0.0,5.0,294.15,2.5,113.0,99631.0
20100111:0000,6.97,89.07,1.0,0.0,1.0,302.35,2.99,114.0,99549.0
20100111:0100,6.78,93.34,0.0,-0.0,0.0,310.55,3.48,114.0,99467.0
20100111:0200,6.6,97.61,0.0,-0.0,0.0,318.75,3.97,115.0,99385.0
20100111:0300,6.43,98.41,0.0,-0.0,0.0,324.97,4.26,117.0,99353.0
20100111:0400,6.25,99.2,0.0,-0.0,0.0,331.18,4.54,120.0,99320.0
20100111:0500,6.08,100.0,0.0,-0.0,0.0,337.4,4.83,122.0,99287.0
20100111:0600,6.3,100.0,0.0,-0.0,0.0,338.07,5.09,124.0,99261.0
20100111:0700,6.52,100.0,0.0,-0.0,0.0,338.73,5.34,126.0,99235.0
20100111:0800,6.74,100.0,0.0,-0.0,0.0,339.4,5.6,127.0,99209.0
20100111:0900,7.06,100.0,0.0,-0.0,0.0,340.97,5.83,130.0,99182.0
20100111:1000,7.39,100.0,0.0,-0.0,0.0,342.53,6.05,132.0,99156.0
20100111:1100,7.72,100.0,0.0,-0.0,0.0,344.1,6.28,134.0,99130.0
20100111:1200,7.77,100.0,0.0,-0.0,0.0,344.67,6.12,134.0,99058.0
20100111:1300,7.81,100.0,0.0,-0.0,0.0,345.23,5.97,134.0,98986.0
20100111:1400,7.86,100.0,0.0,-0.0,0.0,345.8,5.82,134.0,98914.0
20100111:1500,8.47,100.0,0.0,-0.0,0.0,345.88,5.94,131.0,98895.0
20100111:1600,9.08,100.0,0.0,-0.0,0.0,345.97,6.06,128.0,98875.0
20100111:1700,9.69,100.0,8.0,0.0,8.0,346.05,6.18,125.0,98855.0
20100111:1800,10.13,100.0,44.0,0.0,44.0,343.82,6.43,123.0,98796.0
20100111:1900,10.56,100.0,20.0,0.0,20.0,341.58,6.68,121.0,98738.0
20100111:2000,10.99,100.0,17.0,0.0,17.0,339.35,6.92,119.0,98679.0
20100111:2100,10.38,99.08,9.0,0.0,9.0,336.38,6.53,122.0,98584.0
20100111:2200,9.77,98.17,16.0,0.0,16.0,333.42,6.14,125.0,98489.0
20100111:2300,9.16,97.25,19.0,0.0,19.0,330.45,5.75,128.0,98394.0
20100112:0000,8.9,98.17,5.0,0.0,5.0,328.3,5.45,125.0,98342.0
20100112:0100,8.64,99.08,0.0,-0.0,0.0,326.15,5.15,122.0,98289.0
20100112:0200,8.38,100.0,0.0,-0.0,0.0,324.0,4.86,120.0,98237.0
20100112:0300,8.11,100.0,0.0,-0.0,0.0,326.92,4.62,125.0,98221.0
20100112:0400,7.85,100.0,0.0,-0.0,0.0,329.83,4.38,129.0,98204.0
20100112:0500,7.58,100.0,0.0,-0.0,0.0,332.75,4.14,134.0,98188.0
20100112:0600,7.4,100.0,0.0,-0.0,0.0,337.57,4.14,136.0,98198.0
20100112:0700,7.21,100.0,0.0,-0.0,0.0,342.38,4.14,137.0,98208.0
20100112:0800,7.03,100.0,0.0,-0.0,0.0,347.2,4.14,139.0,98218.0
20100112:0900,7.09,100.0,0.0,-0.0,0.0,347.02,4.6,138.0,98244.0
20100112:1000,7.15,100.0,0.0,-0.0,0.0,346.83,5.06,137.0,98270.0
20100112:1100,7.22,100.0,0.0,-0.0,0.0,346.65,5.52,136.0,98296.0
20100112:1200,7.17,100.0,0.0,-0.0,0.0,346.53,4.98,134.0,98312.0
20100112:1300,7.11,100.0,0.0,-0.0,0.0,346.42,4.45,133.0,98329.0
20100112:1400,7.06,100.0,0.0,-0.0,0.0,346.3,3.92,132.0,98345.0
20100112:1500,7.58,100.0,0.0,-0.0,0.0,346.95,3.79,133.0,98391.0
20100112:1600,8.1,100.0,0.0,-0.0,0.0,347.6,3.67,133.0,98437.0
20100112:1700,8.61,100.0,74.0,357.7,35.0,348.25,3.54,134.0,98482.0
20100112:1800,9.02,100.0,178.0,569.59,55.0,347.85,3.75,139.0,98512.0
20100112:1900,9.43,100.0,4.0,0.0,4.0,347.45,3.95,144.0,98541.0
20100112:2000,9.83,100.0,10.0,0.0,10.0,347.05,4.15,149.0,98571.0
20100112:2100,9.31,100.0,20.0,0.0,20.0,346.67,3.78,149.0,98590.0
20100112:2200,8.78,100.0,121.0,52.0,107.0,346.28,3.41,148.0,98610.0
20100112:2300,8.26,100.0,16.0,0.0,16.0,345.9,3.03,148.0,98630.0
20100113:0000,7.59,100.0,4.0,0.0,4.0,345.13,3.47,143.0,98662.0
20100113:0100,6.92,100.0,0.0,-0.0,0.0,344.37,3.9,139.0,98695.0
20100113:0200,6.25,100.0,0.0,-0.0,0.0,343.6,4.33,134.0,98728.0
20100113:0300,6.19,100.0,0.0,-0.0,0.0,342.57,3.89,137.0,98774.0
20100113:0400,6.14,100.0,0.0,-0.0,0.0,341.53,3.46,140.0,98819.0
20100113:0500,6.08,100.0,0.0,-0.0,0.0,340.5,3.02,143.0,98865.0
20100113:0600,6.02,100.0,0.0,-0.0,0.0,335.38,2.93,131.0,98868.0
20100113:0700,5.95,100.0,0.0,-0.0,0.0,330.27,2.85,119.0,98872.0
20100113:0800,5.89,100.0,0.0,-0.0,0.0,325.15,2.76,108.0,98875.0
20100113:0900,5.94,100.0,0.0,-0.0,0.0,327.95,2.74,101.0,98849.0
20100113:1000,5.99,100.0,0.0,-0.0,0.0,330.75,2.73,94.0,98823.0
20100113:1100,6.05,100.0,0.0,-0.0,0.0,333.55,2.72,88.0,98796.0
20100113:1200,5.98,100.0,0.0,-0.0,0.0,330.88,2.7,87.0,98747.0
20100113:1300,5.92,100.0,0.0,-0.0,0.0,328.22,2.68,86.0,98698.0
20100113:1400,5.85,100.0,0.0,-0.0,0.0,325.55,2.66,85.0,98649.0
20100113:1500,6.34,99.66,0.0,-0.0,0.0,327.98,2.74,90.0,98682.0
20100113:1600,6.82,99.32,0.0,-0.0,0.0,330.42,2.81,95.0,98715.0
20100113:1700,7.3,98.98,16.0,0.0,16.0,332.85,2.88,100.0,98747.0
